chr2:102729528-102730228,700,[317],[229],[2.63679]
chr2:20814809-20815509,700,[-966, 1472],[2292, 2322],[5.51433, 7.48043]
chr2:23937319-23938019,700,[],[],[]
chr2:26286328-26287028,700,[],[],[]
chr2:26289739-26290439,700,[],[],[]
chr2:26293418-26294118,700,[],[],[]
chr2:28544317-28545017,700,[-282],[545],[2.02469]
chr2:28546216-28546916,700,[],[],[]
chr2:28547926-28548626,700,[],[],[]
chr2:28558616-28559316,700,[-492],[363],[2.93977]
chr2:29177194-29177894,700,[],[],[]
chr2:30826189-30826889,700,[],[],[]
chr2:31006792-31007492,700,[],[],[]
chr2:32064318-32065018,700,[],[],[]
chr2:33143241-33143941,700,[],[],[]
chr2:36770097-36770797,700,[],[],[]
chr2:38416891-38417591,700,[],[],[]
chr2:39708797-39709497,700,[],[],[]
chr2:39710790-39711490,700,[349],[299],[2.00521]
chr2:39713390-39714090,700,[],[],[]
chr2:39713990-39714690,700,[],[],[]
chr2:39715190-39715890,700,[],[],[]
chr2:39717190-39717890,700,[],[],[]
chr2:39721290-39721990,700,[],[],[]
chr2:39723990-39724690,700,[-390],[474],[3.09882]
chr2:39726493-39727193,700,[-437],[768],[3.87181]
chr2:39729690-39730390,700,[],[],[]
chr2:42570329-42571029,700,[-576],[762],[5.31333]
chr2:42571489-42572189,700,[],[],[]
chr2:43296987-43297687,700,[93],[766],[4.01023]
chr2:44580289-44580989,700,[-86],[280],[3.03674]
chr2:46530988-46531688,700,[356],[2035],[2.37754]
chr2:46580988-46581688,700,[-122],[340],[2.8165]
chr2:46861442-46862142,700,[],[],[]
chr2:46864027-46864727,700,[],[],[]
chr2:46871876-46872576,700,[-198],[857],[3.09882]
chr2:46872605-46873305,700,[-65],[407],[2.30244]
chr2:46873042-46873742,700,[-502],[407],[2.30244]
chr2:46882592-46883292,700,[],[],[]
chr2:46885087-46885787,700,[],[],[]
chr2:46885989-46886689,700,[],[],[]
chr2:48816737-48817437,700,[],[],[]
chr2:48834861-48835561,700,[],[],[]
chr2:54331288-54331988,700,[-499],[330],[2.96955]
chr2:54332787-54333487,700,[],[],[]
chr2:54336086-54336786,700,[],[],[]
chr2:56186263-56186963,700,[],[],[]
chr2:56187507-56188207,700,[],[],[]
chr2:62371111-62371811,700,[],[],[]
chr2:62381067-62381767,700,[],[],[]
chr2:63782143-63782843,700,[],[],[]
chr2:66784781-66785481,700,[],[],[]
chr2:66807981-66808681,700,[413],[507],[4.0654]
chr2:69165497-69166197,700,[],[],[]
chr2:69166086-69166786,700,[],[],[]
chr2:69166760-69167460,700,[],[],[]
chr2:69983782-69984482,700,[],[],[]
chr2:69991882-69992582,700,[1510],[2511],[5.66755]
chr2:69993581-69994281,700,[-189],[2511],[5.66755]
chr2:70000082-70000782,700,[-2008],[4594],[5.68339]
chr2:70156154-70156854,700,[-217],[428],[3.73331]
chr2:70498664-70499364,700,[],[],[]
chr2:71312779-71313479,700,[],[],[]
chr2:71614157-71614857,700,[],[],[]
chr2:73975686-73976386,700,[],[],[]
chr2:73984274-73984974,700,[],[],[]
chr2:74919655-74920355,700,[-642],[738],[2.53865]
chr2:74937933-74938633,700,[],[],[]
chr2:75505891-75506591,700,[],[],[]
chr2:85612289-85612989,700,[],[],[]
chr2:85997546-85998246,700,[304],[6696],[6.34404]
chr2:86021573-86022273,700,[255],[2847],[4.93139]
chr2:86727881-86728581,700,[],[],[]
chr2:86785620-86786320,700,[-212, 377],[338, 518],[2.77858, 2.50651]
chr2:88064389-88065089,700,[],[],[]
chr2:88065068-88065768,700,[],[],[]
chr2:88066620-88067320,700,[],[],[]
chr2:88401235-88401935,700,[],[],[]
chr2:88492285-88492985,700,[],[],[]
chr2:88492937-88493637,700,[],[],[]
chr2:88981867-88982567,700,[],[],[]
chr2:89167561-89168261,700,[],[],[]
chr2:91759789-91760489,700,[],[],[]
chr2:95680697-95681397,700,[],[],[]
chr2:95935552-95936252,700,[],[],[]
chr2:97209116-97209816,700,[-164],[268],[2.74379]
chr2:100100211-100100911,700,[],[],[]
chr2:100103711-100104411,700,[-679, 114],[714, 574],[3.50912, 3.33174]
chr2:101919011-101919711,700,[-294],[1242],[4.64442]
chr2:102728793-102729493,700,[],[],[]
chr2:102731690-102732390,700,[215],[2179],[2.71719]
chr2:102733209-102733909,700,[-1304, 260],[2179, 457],[2.71719, 3.6167]
chr2:102735309-102736009,700,[-216, 595],[588, 767],[2.947, 2.79131]
chr2:102736309-102737009,700,[-405, 398],[767, 373],[2.79131, 1.92468]
chr2:102766328-102767028,700,[-80],[604],[2.96955]
chr2:106504505-106505205,700,[],[],[]
chr2:106505654-106506354,700,[],[],[]
chr2:106507424-106508124,700,[-158],[306],[2.35182]
chr2:110317826-110318526,700,[],[],[]
chr2:111113963-111114663,700,[],[],[]
chr2:112809203-112809903,700,[],[],[]
chr2:113124567-113125267,700,[],[],[]
chr2:113143720-113144420,700,[],[],[]
chr2:113925645-113926345,700,[-1131, 443],[1629, 226],[3.67622, 2.93977]
chr2:113927526-113928226,700,[],[],[]
chr2:114247456-114248156,700,[],[],[]
chr2:118878717-118879417,700,[],[],[]
chr2:118879728-118880428,700,[],[],[]
chr2:118882741-118883441,700,[],[],[]
chr2:119986879-119987579,700,[-333],[283],[1.84716]
chr2:128428565-128429265,700,[],[],[]
chr2:128429971-128430671,700,[151],[463],[2.35182]
chr2:129020706-129021406,700,[],[],[]
chr2:131827232-131827932,700,[],[],[]
chr2:132271068-132271768,700,[],[],[]
chr2:150010978-150011678,700,[],[],[]
chr2:150050899-150051599,700,[],[],[]
chr2:152636410-152637110,700,[],[],[]
chr2:153206859-153207559,700,[],[],[]
chr2:153208840-153209540,700,[],[],[]
chr2:153212726-153213426,700,[],[],[]
chr2:153213961-153214661,700,[],[],[]
chr2:153583948-153584648,700,[],[],[]
chr2:159950361-159951061,700,[-246, 530],[266, 785],[2.29465, 3.14474]
chr2:160123597-160124297,700,[],[],[]
chr2:160459240-160459940,700,[],[],[]
chr2:160464460-160465160,700,[],[],[]
chr2:160468760-160469460,700,[-17],[521],[3.10453]
chr2:162031458-162032158,700,[],[],[]
chr2:165515747-165516447,700,[],[],[]
chr2:165519816-165520516,700,[],[],[]
chr2:165569801-165570501,700,[-398],[280],[3.08302]
chr2:165761641-165762341,700,[],[],[]
chr2:165762431-165763131,700,[],[],[]
chr2:167309894-167310594,700,[],[],[]
chr2:170564361-170565061,700,[],[],[]
chr2:170570215-170570915,700,[],[],[]
chr2:172389959-172390659,700,[],[],[]
chr2:172406193-172406893,700,[],[],[]
chr2:172621831-172622531,700,[],[],[]
chr2:173315777-173316477,700,[],[],[]
chr2:173316578-173317278,700,[684],[1641],[4.04939]
chr2:173491710-173492410,700,[],[],[]
chr2:173910077-173910777,700,[],[],[]
chr2:177180521-177181221,700,[],[],[]
chr2:178050543-178051243,700,[],[],[]
chr2:178054377-178055077,700,[],[],[]
chr2:178055258-178055958,700,[],[],[]
chr2:178109077-178109777,700,[1018],[2451],[3.88264]
chr2:187385645-187386345,700,[],[],[]
chr2:187390471-187391171,700,[],[],[]
chr2:188290780-188291480,700,[],[],[]
chr2:191814627-191815327,700,[],[],[]
chr2:192707621-192708321,700,[],[],[]
chr2:192709475-192710175,700,[94],[239],[3.11702]
chr2:201263572-201264272,700,[],[],[]
chr2:201264454-201265154,700,[],[],[]
chr2:201265473-201266173,700,[],[],[]
chr2:201445496-201446196,700,[],[],[]
chr2:201834772-201835472,700,[],[],[]
chr2:202367194-202367894,700,[],[],[]
chr2:203337700-203338400,700,[],[],[]
chr2:206558757-206559457,700,[],[],[]
chr2:206573773-206574473,700,[],[],[]
chr2:206652420-206653120,700,[],[],[]
chr2:207664473-207665173,700,[],[],[]
chr2:207982616-207983316,700,[],[],[]
chr2:211048373-211049073,700,[],[],[]
chr2:214173101-214173801,700,[],[],[]
chr2:217514702-217515402,700,[-621, 244],[656, 304],[2.92781, 2.21659]
chr2:217517872-217518572,700,[260],[488],[3.41404]
chr2:217519172-217519872,700,[-398],[318],[3.36511]
chr2:217520772-217521472,700,[],[],[]
chr2:217549118-217549818,700,[-799],[2521],[6.00854]
chr2:217550473-217551173,700,[-468, 400],[363, 340],[3.48091, 3.17492]
chr2:217552137-217552837,700,[-655],[715],[2.46569]
chr2:217555611-217556311,700,[-602, 2369],[758, 4784],[3.72371, 7.32291]
chr2:217556972-217557672,700,[1008],[4784],[7.32291]
chr2:218719898-218720598,700,[],[],[]
chr2:218826423-218827123,700,[],[],[]
chr2:219627141-219627841,700,[],[],[]
chr2:220235569-220236269,700,[],[],[]
chr2:223581268-223581968,700,[],[],[]
chr2:223582468-223583168,700,[],[],[]
chr2:224713220-224713920,700,[],[],[]
chr2:225384566-225385266,700,[324],[1306],[3.77943]
chr2:227848424-227849124,700,[431],[241],[3.19204]
chr2:231324221-231324921,700,[],[],[]
chr2:231584164-231584864,700,[-47],[541],[2.6597]
chr2:232471160-232471860,700,[],[],[]
chr2:232568279-232568979,700,[-101, 262],[225, 332],[2.27603, 2.5478]
chr2:234334896-234335596,700,[],[],[]
chr2:234338643-234339343,700,[-548],[537],[2.68798]
chr2:234340095-234340795,700,[213],[284],[2.29465]
chr2:234340588-234341288,700,[-280],[284],[2.29465]
chr2:235959093-235959793,700,[405],[1608],[3.57117]
chr2:237486334-237487034,700,[-1232, 636],[1873, 720],[2.95545, 3.33174]
chr2:238319992-238320692,700,[],[],[]
chr2:238408573-238409273,700,[767],[1741],[4.50765]
chr2:238412296-238412996,700,[-308],[2028],[4.89962]
chr2:238469752-238470452,700,[],[],[]
chr2:238806691-238807391,700,[355],[1075],[3.84332]
chr2:238807491-238808191,700,[-445],[1075],[3.84332]
chr2:238809092-238809792,700,[],[],[]
chr2:238815591-238816291,700,[],[],[]
chr2:238828637-238829337,700,[],[],[]
chr2:239269520-239270220,700,[],[],[]
chr2:239754041-239754741,700,[240],[281],[2.46569]
chr2:240754543-240755243,700,[],[],[]
chr2:240880066-240880766,700,[],[],[]
chr2:241436297-241436997,700,[],[],[]
chr2:241553262-241553962,700,[],[],[]
chr2:241554027-241554727,700,[],[],[]
chr2:242221164-242221864,700,[],[],[]
chr2:242704438-242705138,700,[],[],[]
chr2:242807631-242808331,700,[],[],[]
chr2:18109416-18110116,700,[],[],[]
chr2:23903019-23903719,700,[],[],[]
chr2:27815716-27816416,700,[],[],[]
chr2:43291087-43291787,700,[],[],[]
chr2:43292587-43293287,700,[],[],[]
chr2:46830488-46831188,700,[],[],[]
chr2:46861488-46862188,700,[],[],[]
chr2:46871388-46872088,700,[290],[857],[3.09882]
chr2:46885988-46886688,700,[],[],[]
chr2:49458688-49459388,700,[],[],[]
chr2:58400984-58401684,700,[],[],[]
chr2:62384184-62384884,700,[],[],[]
chr2:65184683-65185383,700,[],[],[]
chr2:69541781-69542481,700,[],[],[]
chr2:73983176-73983876,700,[],[],[]
chr2:74919576-74920276,700,[-563],[738],[2.53865]
chr2:88492668-88493368,700,[],[],[]
chr2:91839635-91840335,700,[],[],[]
chr2:91839675-91840375,700,[],[],[]
chr2:95798094-95798794,700,[],[],[]
chr2:97940286-97940986,700,[],[],[]
chr2:97946086-97946786,700,[],[],[]
chr2:99820612-99821312,700,[],[],[]
chr2:102765009-102765709,700,[112],[421],[2.5478]
chr2:103110408-103111108,700,[],[],[]
chr2:103111708-103112408,700,[],[],[]
chr2:103244208-103244908,700,[],[],[]
chr2:106507105-106507805,700,[161],[306],[2.35182]
chr2:108855205-108855905,700,[],[],[]
chr2:112980226-112980926,700,[],[],[]
chr2:113619026-113619726,700,[],[],[]
chr2:120881025-120881725,700,[],[],[]
chr2:120881825-120882525,700,[],[],[]
chr2:145072116-145072816,700,[],[],[]
chr2:152635863-152636563,700,[],[],[]
chr2:156864461-156865161,700,[],[],[]
chr2:165575659-165576359,700,[],[],[]
chr2:168830459-168831159,700,[],[],[]
chr2:170546159-170546859,700,[],[],[]
chr2:170548559-170549259,700,[],[],[]
chr2:172388359-172389059,700,[-378],[540],[3.00427]
chr2:178052577-178053277,700,[],[],[]
chr2:180316276-180316976,700,[],[],[]
chr2:187021076-187021776,700,[],[],[]
chr2:201445472-201446172,700,[],[],[]
chr2:202370072-202370772,700,[],[],[]
chr2:217548972-217549672,700,[-653],[2521],[6.00854]
chr2:217554272-217554972,700,[-751],[920],[3.64567]
chr2:231392364-231393064,700,[],[],[]
chr2:232681959-232682659,700,[],[],[]
chr2:234337095-234337795,700,[-22],[475],[2.69959]
chr2:238320592-238321292,700,[],[],[]
chr2:238697392-238698092,700,[],[],[]
chr2:238702792-238703492,700,[],[],[]
chr2:238817891-238818591,700,[],[],[]
chr2:238818491-238819191,700,[],[],[]
chr2:241413766-241414466,700,[],[],[]
chr2:241436466-241437166,700,[],[],[]
chr3:101426304-101427004,700,[],[],[]
chr3:112078214-112078914,700,[],[],[]
chr3:11593734-11594434,700,[1103],[2392],[5.26421]
chr3:122466827-122467527,700,[],[],[]
chr3:137770811-137771511,700,[],[],[]
chr3:141135554-141136254,700,[],[],[]
chr3:141612792-141613492,700,[],[],[]
chr3:141613380-141614080,700,[],[],[]
chr3:148609532-148610232,700,[],[],[]
chr3:152032042-152032742,700,[247],[1070],[3.79941]
chr3:15697727-15698427,700,[],[],[]
chr3:15704739-15705439,700,[],[],[]
chr3:15706023-15706723,700,[],[],[]
chr3:16282506-16283206,700,[],[],[]
chr3:16287482-16288182,700,[],[],[]
chr3:16375216-16375916,700,[],[],[]
chr3:16430959-16431659,700,[],[],[]
chr3:167739658-167740358,700,[],[],[]
chr3:169378705-169379405,700,[-260, 1649],[346, 3130],[3.98304, 5.27604]
chr3:169379440-169380140,700,[914],[3130],[5.27604]
chr3:18400781-18401481,700,[],[],[]
chr3:18405113-18405813,700,[],[],[]
chr3:185844396-185845096,700,[],[],[]
chr3:188537664-188538364,700,[],[],[]
chr3:193548234-193548934,700,[64],[539],[2.23999]
chr3:194229695-194230395,700,[],[],[]
chr3:195629491-195630191,700,[160],[370],[2.27016]
chr3:195630693-195631393,700,[],[],[]
chr3:24515050-24515750,700,[],[],[]
chr3:25769280-25769980,700,[],[],[]
chr3:31692878-31693578,700,[],[],[]
chr3:46432249-46432949,700,[],[],[]
chr3:53205297-53205997,700,[-3036],[8646],[8.52215]
chr3:53206187-53206887,700,[-3926],[8646],[8.52215]
chr3:55105714-55106414,700,[],[],[]
chr3:64801861-64802561,700,[],[],[]
chr3:65015017-65015717,700,[],[],[]
chr3:65047528-65048228,700,[],[],[]
chr3:67422861-67423561,700,[],[],[]
chr3:88213206-88213906,700,[],[],[]
chr3:99577162-99577862,700,[-285],[248],[2.81778]
chr3:99584456-99585156,700,[],[],[]
chr3:99589109-99589809,700,[173],[845],[3.77372]
chr3:3204501-3205201,700,[],[],[]
chr3:4353033-4353733,700,[-437],[530],[3.97644]
chr3:4366250-4366950,700,[],[],[]
chr3:4885706-4886406,700,[],[],[]
chr3:8561756-8562456,700,[-230],[265],[3.04086]
chr3:8562741-8563441,700,[],[],[]
chr3:8563335-8564035,700,[],[],[]
chr3:8563679-8564379,700,[],[],[]
chr3:8567917-8568617,700,[],[],[]
chr3:8572636-8573336,700,[],[],[]
chr3:8598636-8599336,700,[366],[1808],[5.69838]
chr3:8600940-8601640,700,[],[],[]
chr3:8604835-8605535,700,[],[],[]
chr3:8622735-8623435,700,[],[],[]
chr3:8928332-8929032,700,[],[],[]
chr3:8929446-8930146,700,[],[],[]
chr3:10163029-10163729,700,[],[],[]
chr3:11244535-11245235,700,[],[],[]
chr3:11590890-11591590,700,[-266],[403],[3.41404]
chr3:11592523-11593223,700,[],[],[]
chr3:11594500-11595200,700,[337],[2392],[5.26421]
chr3:11620000-11620700,700,[],[],[]
chr3:12467848-12468548,700,[],[],[]
chr3:12471557-12472257,700,[],[],[]
chr3:13390149-13390849,700,[],[],[]
chr3:14496457-14497157,700,[-2016, 414],[3470, 1071],[8.45914, 5.08907]
chr3:15434493-15435193,700,[],[],[]
chr3:16247343-16248043,700,[],[],[]
chr3:16376457-16377157,700,[],[],[]
chr3:16430556-16431256,700,[],[],[]
chr3:16431156-16431856,700,[],[],[]
chr3:16431556-16432256,700,[],[],[]
chr3:20124541-20125241,700,[],[],[]
chr3:24519310-24520010,700,[-541],[739],[2.84503]
chr3:25631818-25632518,700,[],[],[]
chr3:30702341-30703041,700,[-257],[401],[2.68798]
chr3:30725041-30725741,700,[-1080, 386],[1711, 312],[4.3056, 3.76813]
chr3:33045361-33046061,700,[],[],[]
chr3:36976140-36976840,700,[],[],[]
chr3:38447724-38448424,700,[],[],[]
chr3:40538170-40538870,700,[],[],[]
chr3:40590249-40590949,700,[],[],[]
chr3:41248840-41249540,700,[-293],[2029],[5.07429]
chr3:41250740-41251440,700,[-564],[519],[2.68798]
chr3:41256440-41257140,700,[-32],[452],[2.09066]
chr3:41257440-41258140,700,[-291, 816],[674, 1065],[3.5147, 3.13598]
chr3:41260340-41261040,700,[-455],[503],[3.15408]
chr3:43118361-43119061,700,[],[],[]
chr3:43769993-43770693,700,[],[],[]
chr3:43771392-43772092,700,[-486],[540],[4.11568]
chr3:44724367-44725067,700,[],[],[]
chr3:46469927-46470627,700,[],[],[]
chr3:46471375-46472075,700,[],[],[]
chr3:47531179-47531879,700,[],[],[]
chr3:48323763-48324463,700,[],[],[]
chr3:50694379-50695079,700,[],[],[]
chr3:50702733-50703433,700,[],[],[]
chr3:52751465-52752165,700,[],[],[]
chr3:53108699-53109399,700,[],[],[]
chr3:53332240-53332940,700,[],[],[]
chr3:53335499-53336199,700,[],[],[]
chr3:64615371-64616071,700,[],[],[]
chr3:64653825-64654525,700,[],[],[]
chr3:64654757-64655457,700,[],[],[]
chr3:64656771-64657471,700,[],[],[]
chr3:64662225-64662925,700,[],[],[]
chr3:64945827-64946527,700,[],[],[]
chr3:65018409-65019109,700,[],[],[]
chr3:65027379-65028079,700,[],[],[]
chr3:65959124-65959824,700,[],[],[]
chr3:67441614-67442314,700,[],[],[]
chr3:71153500-71154200,700,[-1287, 232],[1881, 588],[5.34723, 3.63505]
chr3:73033860-73034560,700,[],[],[]
chr3:73470800-73471500,700,[293],[653],[2.67361]
chr3:73628110-73628810,700,[],[],[]
chr3:74322609-74323309,700,[],[],[]
chr3:74324194-74324894,700,[],[],[]
chr3:99546028-99546728,700,[],[],[]
chr3:99579593-99580293,700,[323],[285],[2.825]
chr3:99580693-99581393,700,[],[],[]
chr3:99582956-99583656,700,[],[],[]
chr3:99586154-99586854,700,[-311],[714],[2.92781]
chr3:99587093-99587793,700,[-336],[431],[3.18115]
chr3:100133718-100134418,700,[],[],[]
chr3:100521066-100521766,700,[],[],[]
chr3:101411726-101412426,700,[],[],[]
chr3:101414381-101415081,700,[],[],[]
chr3:101416554-101417254,700,[],[],[]
chr3:105383136-105383836,700,[],[],[]
chr3:110920783-110921483,700,[],[],[]
chr3:110948028-110948728,700,[],[],[]
chr3:112078997-112079697,700,[],[],[]
chr3:119039703-119040403,700,[],[],[]
chr3:119229200-119229900,700,[],[],[]
chr3:120153096-120153796,700,[18, 546],[246, 456],[2.88596, 3.46315]
chr3:122113702-122114402,700,[471],[360],[2.8165]
chr3:122116398-122117098,700,[],[],[]
chr3:122840640-122841340,700,[],[],[]
chr3:122859519-122860219,700,[],[],[]
chr3:123321658-123322358,700,[],[],[]
chr3:123355496-123356196,700,[],[],[]
chr3:123381596-123382296,700,[],[],[]
chr3:124313496-124314196,700,[-596, 393],[1108, 257],[3.59077, 2.75558]
chr3:126168607-126169307,700,[],[],[]
chr3:127995692-127996392,700,[-334],[318],[2.5478]
chr3:128544413-128545113,700,[],[],[]
chr3:128643992-128644692,700,[],[],[]
chr3:128736592-128737292,700,[-1384],[2416],[3.85479]
chr3:128741877-128742577,700,[669],[662],[3.33174]
chr3:128743260-128743960,700,[],[],[]
chr3:129086597-129087297,700,[],[],[]
chr3:133679217-133679917,700,[],[],[]
chr3:133683672-133684372,700,[],[],[]
chr3:137762834-137763534,700,[],[],[]
chr3:137764274-137764974,700,[],[],[]
chr3:137769947-137770647,700,[],[],[]
chr3:137772939-137773639,700,[],[],[]
chr3:141131891-141132591,700,[-74],[780],[4.92797]
chr3:141615588-141616288,700,[],[],[]
chr3:148621940-148622640,700,[],[],[]
chr3:148622736-148623436,700,[],[],[]
chr3:148733452-148734152,700,[],[],[]
chr3:148734771-148735471,700,[],[],[]
chr3:148736688-148737388,700,[533],[846],[3.43465]
chr3:148737436-148738136,700,[-215],[846],[3.43465]
chr3:148738136-148738836,700,[],[],[]
chr3:148739928-148740628,700,[],[],[]
chr3:149252436-149253136,700,[131],[325],[2.94231]
chr3:150153104-150153804,700,[],[],[]
chr3:150153636-150154336,700,[],[],[]
chr3:150163216-150163916,700,[],[],[]
chr3:150167536-150168236,700,[],[],[]
chr3:150169136-150169836,700,[-96],[295],[2.32658]
chr3:150171243-150171943,700,[],[],[]
chr3:150466536-150467236,700,[-175],[1320],[5.07429]
chr3:152029687-152030387,700,[],[],[]
chr3:152046938-152047638,700,[-790, 19],[1095, 226],[3.28532, 2.89723]
chr3:152047438-152048138,700,[664],[1274],[4.26197]
chr3:152050338-152051038,700,[],[],[]
chr3:152172028-152172728,700,[],[],[]
chr3:153964364-153965064,700,[],[],[]
chr3:155569238-155569938,700,[-15],[2504],[4.58931]
chr3:156403938-156404638,700,[-641],[1509],[2.96955]
chr3:156503938-156504638,700,[],[],[]
chr3:156512738-156513438,700,[],[],[]
chr3:158496839-158497539,700,[],[],[]
chr3:160982859-160983559,700,[],[],[]
chr3:160984542-160985242,700,[],[],[]
chr3:160985737-160986437,700,[313],[412],[2.84072]
chr3:160986437-160987137,700,[-387],[412],[2.84072]
chr3:161074289-161074989,700,[],[],[]
chr3:169378137-169378837,700,[308],[346],[3.98304]
chr3:169379437-169380137,700,[917],[3130],[5.27604]
chr3:169388379-169389079,700,[],[],[]
chr3:169765237-169765937,700,[-536, 391],[705, 642],[5.48758, 2.68798]
chr3:170774716-170775416,700,[],[],[]
chr3:170775347-170776047,700,[],[],[]
chr3:170776284-170776984,700,[348],[638],[3.01089]
chr3:172111532-172112232,700,[],[],[]
chr3:177478820-177479520,700,[],[],[]
chr3:177480515-177481215,700,[],[],[]
chr3:182645259-182645959,700,[],[],[]
chr3:182689037-182689737,700,[],[],[]
chr3:182690737-182691437,700,[],[],[]
chr3:184423799-184424499,700,[],[],[]
chr3:185260439-185261139,700,[205],[316],[2.65536]
chr3:185705769-185706469,700,[],[],[]
chr3:185841538-185842238,700,[-440],[407],[2.15967]
chr3:185862277-185862977,700,[],[],[]
chr3:187964138-187964838,700,[491],[438],[2.38932]
chr3:187964956-187965656,700,[-327],[438],[2.38932]
chr3:188337678-188338378,700,[],[],[]
chr3:188344081-188344781,700,[],[],[]
chr3:188537137-188537837,700,[],[],[]
chr3:188539538-188540238,700,[],[],[]
chr3:188657114-188657814,700,[],[],[]
chr3:193421991-193422691,700,[],[],[]
chr3:193422701-193423401,700,[],[],[]
chr3:193542606-193543306,700,[],[],[]
chr3:193546138-193546838,700,[],[],[]
chr3:193547628-193548328,700,[-90],[258],[2.93977]
chr3:193549438-193550138,700,[],[],[]
chr3:194040487-194041187,700,[-143],[1128],[3.72371]
chr3:194228608-194229308,700,[],[],[]
chr3:194244378-194245078,700,[],[],[]
chr3:196691002-196691702,700,[],[],[]
chr3:894632-895332,700,[],[],[]
chr3:895632-896332,700,[],[],[]
chr3:14078749-14079449,700,[],[],[]
chr3:14080449-14081149,700,[],[],[]
chr3:15700156-15700856,700,[],[],[]
chr3:24522240-24522940,700,[],[],[]
chr3:24862040-24862740,700,[],[],[]
chr3:25693040-25693740,700,[],[],[]
chr3:30746541-30747241,700,[],[],[]
chr3:37485040-37485740,700,[],[],[]
chr3:38449140-38449840,700,[],[],[]
chr3:40594840-40595540,700,[],[],[]
chr3:42840641-42841341,700,[514],[1330],[6.27152]
chr3:43108741-43109441,700,[],[],[]
chr3:43113541-43114241,700,[],[],[]
chr3:43114741-43115441,700,[],[],[]
chr3:46431140-46431840,700,[],[],[]
chr3:46471140-46471840,700,[],[],[]
chr3:64807224-64807924,700,[],[],[]
chr3:65011824-65012524,700,[],[],[]
chr3:67421373-67422073,700,[],[],[]
chr3:67433973-67434673,700,[],[],[]
chr3:67437073-67437773,700,[],[],[]
chr3:75735700-75736400,700,[],[],[]
chr3:98294193-98294893,700,[],[],[]
chr3:101414393-101415093,700,[],[],[]
chr3:101416593-101417293,700,[],[],[]
chr3:105479693-105480393,700,[],[],[]
chr3:111614896-111615596,700,[],[],[]
chr3:111615796-111616496,700,[],[],[]
chr3:111914296-111914996,700,[],[],[]
chr3:111932296-111932996,700,[],[],[]
chr3:122113596-122114296,700,[],[],[]
chr3:123311396-123312096,700,[],[],[]
chr3:126068992-126069692,700,[434],[344],[3.48463]
chr3:128226692-128227392,700,[],[],[]
chr3:128641492-128642192,700,[],[],[]
chr3:128646192-128646892,700,[],[],[]
chr3:128744792-128745492,700,[245],[1306],[5.68143]
chr3:129084492-129085192,700,[],[],[]
chr3:132092993-132093693,700,[],[],[]
