chr1:2226789-2227089,300,[69],[100],[2.10485]
chr11:60936095-60936395,300,[],[],[]
chr11:60937312-60937612,300,[],[],[]
chr11:65437522-65437822,300,[],[],[]
chr11:66428562-66428862,300,[12],[207],[2.88009]
chr11:68142013-68142313,300,[],[],[]
chr11:68149518-68149818,300,[],[],[]
chr11:68348189-68348489,300,[],[],[]
chr11:71455788-71456088,300,[],[],[]
chr11:74532896-74533196,300,[461],[1199],[3.46684]
chr11:74534396-74534696,300,[117],[454],[4.40072]
chr11:76758294-76758594,300,[],[],[]
chr11:85198332-85198632,300,[],[],[]
chr11:85677529-85677829,300,[-329],[739],[3.60395]
chr11:85758418-85758718,300,[],[],[]
chr11:86356637-86356937,300,[],[],[]
chr11:86629992-86630292,300,[],[],[]
chr11:87841138-87841438,300,[],[],[]
chr11:96007014-96007314,300,[],[],[]
chr11:96010200-96010500,300,[-195, 154],[151, 153],[1.84982, 2.46245]
chr11:101318118-101318418,300,[],[],[]
chr11:102049881-102050181,300,[477],[1249],[3.28858]
chr11:102088732-102089032,300,[275],[909],[2.74218]
chr11:114180261-114180561,300,[],[],[]
chr11:114189572-114189872,300,[],[],[]
chr11:118592098-118592398,300,[],[],[]
chr11:118593059-118593359,300,[],[],[]
chr11:130074436-130074736,300,[],[],[]
chr11:130757810-130758110,300,[],[],[]
chr12:83223-83523,300,[],[],[]
chr12:7004398-7004698,300,[],[],[]
chr12:8116866-8117166,300,[],[],[]
chr12:8120407-8120707,300,[],[],[]
chr12:8121946-8122246,300,[],[],[]
chr12:8124846-8125146,300,[],[],[]
chr12:11984984-11985284,300,[],[],[]
chr12:13050484-13050784,300,[-254, 282],[279, 535],[3.02288, 4.88252]
chr12:13054684-13054984,300,[33],[109],[1.92266]
chr12:13076384-13076684,300,[],[],[]
chr12:13359884-13360184,300,[644],[1383],[2.21363]
chr12:16709758-16710058,300,[],[],[]
chr12:16738271-16738571,300,[],[],[]
chr12:48245685-48245985,300,[],[],[]
chr12:66398488-66398788,300,[],[],[]
chr12:66634230-66634530,300,[],[],[]
chr12:66636030-66636330,300,[],[],[]
chr12:69661280-69661580,300,[],[],[]
chr12:96231768-96232068,300,[],[],[]
chr12:96233115-96233415,300,[],[],[]
chr12:117435715-117436015,300,[],[],[]
chr12:121401700-121402000,300,[],[],[]
chr12:122431256-122431556,300,[],[],[]
chr13:33106287-33106587,300,[-405, 142],[582, 267],[3.15727, 1.98742]
chr13:33107087-33107387,300,[],[],[]
chr13:41123187-41123487,300,[],[],[]
chr13:41124787-41125087,300,[],[],[]
chr13:43633286-43633586,300,[-273],[333],[2.27134]
chr13:49081638-49081938,300,[],[],[]
chr13:101174890-101175190,300,[],[],[]
chr13:109918437-109918737,300,[138],[213],[3.38004]
chr13:110075804-110076104,300,[],[],[]
chr13:110080705-110081005,300,[],[],[]
chr13:110397391-110397691,300,[],[],[]
chr13:110398103-110398403,300,[],[],[]
chr13:111541297-111541597,300,[],[],[]
chr13:114557662-114557962,300,[],[],[]
chr13:114559046-114559346,300,[],[],[]
chr13:114560923-114561223,300,[],[],[]
chr14:21713866-21714166,300,[224],[625],[2.38451]
chr14:21726909-21727209,300,[137],[418],[2.68316]
chr14:34921031-34921331,300,[],[],[]
chr14:36975238-36975538,300,[],[],[]
chr14:38718743-38719043,300,[],[],[]
chr14:50499569-50499869,300,[],[],[]
chr14:61432878-61433178,300,[],[],[]
chr14:62170968-62171268,300,[-61],[148],[2.36814]
chr14:62171868-62172168,300,[51],[230],[2.98086]
chr14:62173668-62173968,300,[],[],[]
chr14:68567500-68567800,300,[],[],[]
chr14:93136022-93136322,300,[],[],[]
chr14:93137695-93137995,300,[],[],[]
chr14:93749548-93749848,300,[-71],[100],[2.64197]
chr14:93790396-93790696,300,[496],[754],[3.33111]
chr14:98416365-98416665,300,[],[],[]
chr14:103951177-103951477,300,[],[],[]
chr14:105340350-105340650,300,[],[],[]
chr14:105500877-105501177,300,[],[],[]
chr14:106049718-106050018,300,[],[],[]
chr15:30718453-30718753,300,[],[],[]
chr15:30719153-30719453,300,[],[],[]
chr15:32760251-32760551,300,[],[],[]
chr15:32762451-32762751,300,[],[],[]
chr15:32763551-32763851,300,[],[],[]
chr15:40691752-40692052,300,[],[],[]
chr15:40837323-40837623,300,[],[],[]
chr15:41155491-41155791,300,[],[],[]
chr15:52581747-52582047,300,[],[],[]
chr15:57944911-57945211,300,[129],[149],[3.04843]
chr15:64245549-64245849,300,[],[],[]
chr15:72351191-72351491,300,[],[],[]
chr15:72352131-72352431,300,[],[],[]
chr15:75431692-75431992,300,[],[],[]
chr15:82976499-82976799,300,[],[],[]
chr15:82979640-82979940,300,[],[],[]
chr16:652090-652390,300,[],[],[]
chr16:661551-661851,300,[],[],[]
chr16:2706293-2706593,300,[],[],[]
chr16:15075050-15075350,300,[],[],[]
chr16:15077633-15077933,300,[],[],[]
chr16:21885982-21886282,300,[],[],[]
chr16:27338371-27338671,300,[],[],[]
chr16:28387782-28388082,300,[],[],[]
chr16:29142271-29142571,300,[],[],[]
chr16:29432377-29432677,300,[],[],[]
chr16:29534132-29534432,300,[],[],[]
chr16:30558871-30559171,300,[],[],[]
chr16:30561871-30562171,300,[],[],[]
chr16:46424310-46424610,300,[],[],[]
chr16:67803131-67803431,300,[],[],[]
chr16:70248918-70249218,300,[],[],[]
chr16:74356535-74356835,300,[],[],[]
chr16:74357521-74357821,300,[-185],[104],[2.98239]
chr16:75627248-75627548,300,[],[],[]
chr16:81540255-81540555,300,[],[],[]
chr16:89376029-89376329,300,[173],[183],[1.98826]
chr17:431763-432063,300,[],[],[]
chr17:1052086-1052386,300,[],[],[]
chr17:5133345-5133645,300,[],[],[]
chr17:5134245-5134545,300,[],[],[]
chr17:7376469-7376769,300,[],[],[]
chr17:8264868-8265168,300,[],[],[]
chr17:8265668-8265968,300,[],[],[]
chr17:14135795-14136095,300,[],[],[]
chr17:15335867-15336167,300,[],[],[]
chr17:15417565-15417865,300,[],[],[]
chr17:15424363-15424663,300,[],[],[]
chr17:15429765-15430065,300,[],[],[]
chr17:15431036-15431336,300,[],[],[]
chr17:15916107-15916407,300,[-50, 214],[100, 165],[2.64197, 2.43874]
chr17:15918365-15918665,300,[-137],[230],[3.25166]
chr17:17345893-17346193,300,[],[],[]
chr17:17347775-17348075,300,[],[],[]
chr17:17350759-17351059,300,[],[],[]
chr17:17735278-17735578,300,[-127],[421],[3.29388]
chr17:21183162-21183462,300,[],[],[]
chr17:21184588-21184888,300,[],[],[]
chr17:28068268-28068568,300,[],[],[]
chr17:28070268-28070568,300,[],[],[]
chr17:28072768-28073068,300,[],[],[]
chr17:34115354-34115654,300,[],[],[]
chr17:41400700-41401000,300,[],[],[]
chr17:43577840-43578140,300,[],[],[]
chr17:43579216-43579516,300,[],[],[]
chr17:44216516-44216816,300,[],[],[]
chr17:44358416-44358716,300,[],[],[]
chr17:44421934-44422234,300,[],[],[]
chr17:44423816-44424116,300,[],[],[]
chr17:44424516-44424816,300,[],[],[]
chr17:44426916-44427216,300,[],[],[]
chr17:61219011-61219311,300,[],[],[]
chr17:62771335-62771635,300,[],[],[]
chr17:74605272-74605572,300,[],[],[]
chr17:74610606-74610906,300,[],[],[]
chr18:12316826-12317126,300,[],[],[]
chr18:12317826-12318126,300,[],[],[]
chr18:32717503-32717803,300,[],[],[]
chr18:44807722-44808022,300,[],[],[]
chr19:4710862-4711162,300,[],[],[]
chr19:40821848-40822148,300,[],[],[]
chr2:12165488-12165788,300,[],[],[]
chr2:18122627-18122927,300,[],[],[]
chr2:20409411-20409711,300,[],[],[]
chr2:20414021-20414321,300,[],[],[]
chr2:20416245-20416545,300,[],[],[]
chr2:20418621-20418921,300,[],[],[]
chr2:20474116-20474416,300,[],[],[]
chr2:26285629-26285929,300,[],[],[]
chr2:26289040-26289340,300,[-27],[173],[2.55526]
chr2:27985817-27986117,300,[],[],[]
chr2:27986317-27986617,300,[],[],[]
chr2:27987393-27987693,300,[],[],[]
chr2:27988641-27988941,300,[],[],[]
chr2:27989917-27990217,300,[],[],[]
chr2:28557917-28558217,300,[],[],[]
chr2:33142542-33142842,300,[],[],[]
chr2:39708098-39708398,300,[27],[100],[2.4133]
chr2:39710091-39710391,300,[-28],[124],[2.37184]
chr2:39720591-39720891,300,[],[],[]
chr2:39723291-39723591,300,[],[],[]
chr2:39725794-39726094,300,[],[],[]
chr2:39728991-39729291,300,[],[],[]
chr2:46530289-46530589,300,[],[],[]
chr2:46860743-46861043,300,[],[],[]
chr2:62370412-62370712,300,[],[],[]
chr2:69999383-69999683,300,[],[],[]
chr2:70497965-70498265,300,[],[],[]
chr2:71312080-71312380,300,[],[],[]
chr2:71613458-71613758,300,[19],[142],[2.45277]
chr2:75505192-75505492,300,[],[],[]
chr2:86020874-86021174,300,[],[],[]
chr2:86727182-86727482,300,[-164],[325],[3.16431]
chr2:89166862-89167162,300,[],[],[]
chr2:97208417-97208717,300,[],[],[]
chr2:110317127-110317427,300,[101],[161],[2.28025]
chr2:110865127-110865427,300,[],[],[]
chr2:111113264-111113564,300,[],[],[]
chr2:119986180-119986480,300,[],[],[]
chr2:132270369-132270669,300,[],[],[]
chr2:149012512-149012812,300,[],[],[]
chr2:149014798-149015098,300,[],[],[]
chr2:159949662-159949962,300,[],[],[]
chr2:170563662-170563962,300,[],[],[]
chr2:170569516-170569816,300,[],[],[]
chr2:178108378-178108678,300,[],[],[]
chr2:188290081-188290381,300,[],[],[]
chr2:191622068-191622368,300,[],[],[]
chr2:191751876-191752176,300,[],[],[]
chr2:191752376-191752676,300,[-149],[380],[2.51071]
chr2:191753676-191753976,300,[],[],[]
chr2:191755776-191756076,300,[],[],[]
chr2:191813928-191814228,300,[],[],[]
chr2:197687160-197687460,300,[],[],[]
chr2:197689746-197690046,300,[],[],[]
chr2:197849774-197850074,300,[],[],[]
chr2:203337001-203337301,300,[],[],[]
chr2:207663774-207664074,300,[],[],[]
chr2:219626442-219626742,300,[],[],[]
chr2:220234870-220235170,300,[],[],[]
chr2:232271961-232272261,300,[],[],[]
chr2:232276447-232276747,300,[],[],[]
chr2:242703739-242704039,300,[],[],[]
chr20:295820-296120,300,[],[],[]
chr20:323395-323695,300,[],[],[]
chr20:5799583-5799883,300,[],[],[]
chr20:5803596-5803896,300,[],[],[]
chr20:15619747-15620047,300,[],[],[]
chr20:19732794-19733094,300,[],[],[]
chr20:19883101-19883401,300,[],[],[]
chr20:30258153-30258453,300,[],[],[]
chr20:30259553-30259853,300,[227],[176],[2.8452]
chr20:36616652-36616952,300,[],[],[]
chr20:36618047-36618347,300,[],[],[]
chr20:36620052-36620352,300,[],[],[]
chr20:39621090-39621390,300,[],[],[]
chr20:39623658-39623958,300,[],[],[]
chr20:43970390-43970690,300,[],[],[]
chr20:44557157-44557457,300,[],[],[]
chr20:44703238-44703538,300,[],[],[]
chr20:61532687-61532987,300,[],[],[]
chr20:61551402-61551702,300,[],[],[]
chr21:45578175-45578475,300,[],[],[]
chr21:44860493-44860793,300,[],[],[]
chr21:10494014-10494314,300,[],[],[]
chr21:27606007-27606307,300,[],[],[]
chr21:27609870-27610170,300,[],[],[]
chr21:33796880-33797180,300,[],[],[]
chr21:33882560-33882860,300,[],[],[]
chr21:34737656-34737956,300,[],[],[]
chr21:36075312-36075612,300,[],[],[]
chr21:36076045-36076345,300,[],[],[]
chr21:36086285-36086585,300,[],[],[]
chr21:36169047-36169347,300,[54],[101],[2.8452]
chr21:36186596-36186896,300,[],[],[]
chr21:36213047-36213347,300,[],[],[]
chr21:36217259-36217559,300,[3],[125],[2.45368]
chr21:36219109-36219409,300,[],[],[]
chr21:36223821-36224121,300,[-168],[270],[3.25166]
chr21:36237538-36237838,300,[],[],[]
chr21:36239150-36239450,300,[-196],[148],[2.8452]
chr21:36243148-36243448,300,[163],[335],[2.8452]
chr21:36248353-36248653,300,[112],[380],[4.26039]
chr21:39724772-39725072,300,[],[],[]
chr21:43369459-43369759,300,[],[],[]
chr21:43723460-43723760,300,[],[],[]
chr21:44767130-44767430,300,[],[],[]
chr21:44769630-44769930,300,[],[],[]
chr22:24173444-24173744,300,[],[],[]
chr22:24254331-24254631,300,[-241],[246],[2.61971]
chr22:24504813-24505113,300,[],[],[]
chr22:25765491-25765791,300,[],[],[]
chr22:29067410-29067710,300,[],[],[]
chr22:33211034-33211334,300,[159],[428],[2.83918]
chr22:33213102-33213402,300,[611],[1509],[4.87685]
chr22:33224331-33224631,300,[176],[371],[3.13838]
chr22:41138380-41138680,300,[],[],[]
chr3:303785-304085,300,[],[],[]
chr3:4783934-4784234,300,[],[],[]
chr3:4785934-4786234,300,[],[],[]
chr3:4787334-4787634,300,[],[],[]
chr3:8600241-8600541,300,[],[],[]
chr3:8604136-8604436,300,[],[],[]
chr3:11238736-11239036,300,[],[],[]
chr3:11243836-11244136,300,[],[],[]
chr3:11248750-11249050,300,[],[],[]
chr3:11250937-11251237,300,[89],[220],[2.50373]
chr3:13389450-13389750,300,[],[],[]
chr3:14495758-14496058,300,[-22],[648],[2.76676]
chr3:16519457-16519757,300,[],[],[]
chr3:30724342-30724642,300,[],[],[]
chr3:41248141-41248441,300,[],[],[]
chr3:41250041-41250341,300,[-33],[131],[2.94309]
chr3:41255741-41256041,300,[],[],[]
chr3:41256741-41257041,300,[],[],[]
chr3:41259641-41259941,300,[139],[534],[2.8452]
chr3:43765914-43766214,300,[-154],[102],[2.98239]
chr3:46229590-46229890,300,[],[],[]
chr3:46234642-46234942,300,[],[],[]
chr3:73033161-73033461,300,[],[],[]
chr3:101411027-101411327,300,[],[],[]
chr3:101413682-101413982,300,[],[],[]
chr3:101415855-101416155,300,[],[],[]
chr3:105556865-105557165,300,[],[],[]
chr3:110920084-110920384,300,[],[],[]
chr3:126167908-126168208,300,[],[],[]
chr3:128643293-128643593,300,[],[],[]
chr3:129085898-129086198,300,[],[],[]
chr3:129860821-129861121,300,[],[],[]
chr3:150168437-150168737,300,[30],[172],[1.84982]
chr3:150170544-150170844,300,[-215],[185],[2.95255]
chr3:151994039-151994339,300,[],[],[]
chr3:151995439-151995739,300,[],[],[]
chr3:151997139-151997439,300,[189],[262],[2.50373]
chr3:152027139-152027439,300,[],[],[]
chr3:152028988-152029288,300,[],[],[]
chr3:152034735-152035035,300,[],[],[]
chr3:152035739-152036039,300,[],[],[]
chr3:152038739-152039039,300,[-12],[123],[2.5646]
chr3:152042539-152042839,300,[],[],[]
chr3:152046239-152046539,300,[],[],[]
chr3:152046739-152047039,300,[],[],[]
chr3:152049639-152049939,300,[155],[106],[2.46245]
chr3:152068039-152068339,300,[],[],[]
chr3:152068739-152069039,300,[],[],[]
chr3:152069339-152069639,300,[],[],[]
chr3:152085211-152085511,300,[-105],[131],[2.85463]
chr3:169764538-169764838,300,[],[],[]
chr3:170774017-170774317,300,[],[],[]
chr3:170774648-170774948,300,[],[],[]
chr3:170775585-170775885,300,[-127],[238],[2.77692]
chr3:171898740-171899040,300,[-184],[142],[2.14606]
chr3:172110833-172111133,300,[258],[836],[2.57711]
chr3:177384428-177384728,300,[],[],[]
chr3:177478121-177478421,300,[],[],[]
chr3:177479816-177480116,300,[],[],[]
chr3:182850796-182851096,300,[],[],[]
chr3:187550437-187550737,300,[],[],[]
chr3:188656415-188656715,300,[],[],[]
chr3:195531449-195531749,300,[],[],[]
chr3:195532521-195532821,300,[],[],[]
chr4:744866-745166,300,[],[],[]
chr4:747058-747358,300,[-148],[100],[2.43874]
chr4:770656-770956,300,[72],[259],[3.82827]
chr4:1182216-1182516,300,[],[],[]
chr4:1185292-1185592,300,[],[],[]
chr4:3308377-3308677,300,[],[],[]
chr4:4433447-4433747,300,[],[],[]
chr4:8388704-8389004,300,[],[],[]
chr4:11442702-11443002,300,[],[],[]
chr4:15668673-15668973,300,[-80],[137],[3.04843]
chr4:16234873-16235173,300,[],[],[]
chr4:25487279-25487579,300,[],[],[]
chr4:25489046-25489346,300,[],[],[]
chr4:40527767-40528067,300,[],[],[]
chr4:40529167-40529467,300,[-62],[154],[2.43874]
chr4:40598112-40598412,300,[136],[406],[3.22426]
chr4:40943582-40943882,300,[],[],[]
chr4:41368158-41368458,300,[46],[1681],[3.77236]
chr4:41372967-41373267,300,[150],[226],[2.78356]
chr4:57970416-57970716,300,[],[],[]
chr4:71583067-71583367,300,[],[],[]
chr4:76830946-76831246,300,[],[],[]
chr4:77865563-77865863,300,[],[],[]
chr4:77866110-77866410,300,[],[],[]
chr4:84006004-84006304,300,[],[],[]
chr4:85452869-85453169,300,[],[],[]
chr4:87914408-87914708,300,[],[],[]
chr4:87920458-87920758,300,[],[],[]
chr4:87921302-87921602,300,[],[],[]
chr4:87922102-87922402,300,[],[],[]
chr4:89676429-89676729,300,[],[],[]
chr4:103711807-103712107,300,[],[],[]
chr4:103740008-103740308,300,[],[],[]
chr4:103741907-103742207,300,[-425, 232],[860, 187],[3.45489, 2.43874]
chr4:103742307-103742607,300,[-168, 154],[187, 233],[2.43874, 2.64197]
chr4:103742907-103743207,300,[195],[115],[2.64197]
chr4:103743707-103744007,300,[-194],[446],[3.04843]
chr4:108541506-108541806,300,[],[],[]
chr4:121952552-121952852,300,[],[],[]
chr4:121953100-121953400,300,[],[],[]
chr4:124330811-124331111,300,[],[],[]
chr4:124605178-124605478,300,[],[],[]
chr4:129178909-129179209,300,[],[],[]
chr4:129182321-129182621,300,[],[],[]
chr4:139972849-139973149,300,[],[],[]
chr4:159796202-159796502,300,[],[],[]
chr4:169916102-169916402,300,[],[],[]
chr4:169982201-169982501,300,[],[],[]
chr4:173908028-173908328,300,[],[],[]
chr4:173909063-173909363,300,[],[],[]
chr4:173912748-173913048,300,[],[],[]
chr5:264727-265027,300,[],[],[]
chr5:298370-298670,300,[-181],[120],[1.94404]
chr5:1070114-1070414,300,[],[],[]
chr5:1125896-1126196,300,[],[],[]
chr5:1129319-1129619,300,[],[],[]
chr5:1131565-1131865,300,[],[],[]
chr5:1565609-1565909,300,[],[],[]
chr5:1809812-1810112,300,[294],[311],[3.29904]
chr5:6735671-6735971,300,[],[],[]
chr5:14454060-14454360,300,[],[],[]
chr5:14454857-14455157,300,[-96],[341],[3.8453]
chr5:32149298-32149598,300,[-102],[319],[2.59206]
chr5:33437157-33437457,300,[],[],[]
chr5:34054474-34054774,300,[],[],[]
chr5:34066485-34066785,300,[],[],[]
chr5:34504752-34505052,300,[],[],[]
chr5:34505255-34505555,300,[],[],[]
chr5:38831864-38832164,300,[],[],[]
chr5:38833192-38833492,300,[],[],[]
chr5:43106944-43107244,300,[],[],[]
chr5:68814977-68815277,300,[],[],[]
chr5:68818106-68818406,300,[-75],[205],[2.26528]
chr5:95261354-95261654,300,[],[],[]
chr5:95272666-95272966,300,[],[],[]
chr5:100183581-100183881,300,[],[],[]
chr5:111869447-111869747,300,[],[],[]
chr5:131638543-131638843,300,[],[],[]
chr5:133300000-133300300,300,[-196],[401],[2.66763]
chr5:138892702-138893002,300,[],[],[]
chr5:145448964-145449264,300,[],[],[]
chr5:148221351-148221651,300,[175],[160],[2.90859]
chr5:148223646-148223946,300,[],[],[]
chr5:148224513-148224813,300,[],[],[]
chr5:151110398-151110698,300,[],[],[]
chr5:156560172-156560472,300,[],[],[]
chr5:157088131-157088431,300,[],[],[]
chr5:158614775-158615075,300,[-83],[481],[3.10654]
chr5:176500037-176500337,300,[],[],[]
chr5:176746146-176746446,300,[],[],[]
chr5:176749168-176749468,300,[],[],[]
chr6:358031-358331,300,[],[],[]
chr6:4012233-4012533,300,[],[],[]
chr6:8084383-8084683,300,[],[],[]
chr6:11219983-11220283,300,[-122],[100],[2.8452]
chr6:11224783-11225083,300,[],[],[]
chr6:11295710-11296010,300,[],[],[]
chr6:11300563-11300863,300,[],[],[]
chr6:11318978-11319278,300,[],[],[]
chr6:11324983-11325283,300,[],[],[]
chr6:13649298-13649598,300,[-120],[118],[2.15826]
chr6:16732681-16732981,300,[],[],[]
chr6:26120418-26120718,300,[],[],[]
chr6:26722172-26722472,300,[],[],[]
chr6:26731687-26731987,300,[],[],[]
chr6:26767619-26767919,300,[],[],[]
chr6:26767652-26767952,300,[],[],[]
chr6:26772450-26772750,300,[],[],[]
chr6:28389041-28389341,300,[],[],[]
chr6:32494627-32494927,300,[],[],[]
chr6:32495727-32496027,300,[],[],[]
chr6:33602492-33602792,300,[],[],[]
chr6:35384297-35384597,300,[-54],[249],[2.64197]
chr6:35646927-35647227,300,[],[],[]
chr6:42758288-42758588,300,[],[],[]
chr6:42759588-42759888,300,[],[],[]
chr6:43978982-43979282,300,[],[],[]
chr6:53173048-53173348,300,[],[],[]
chr6:64058955-64059255,300,[],[],[]
chr6:64063756-64064056,300,[],[],[]
chr6:64276520-64276820,300,[],[],[]
chr6:64277421-64277721,300,[],[],[]
chr6:71417470-71417770,300,[],[],[]
chr6:86381068-86381368,300,[],[],[]
chr6:88406768-88407068,300,[],[],[]
chr6:111989153-111989453,300,[],[],[]
chr6:111990240-111990540,300,[],[],[]
chr6:113494852-113495152,300,[],[],[]
chr6:143517707-143518007,300,[-159],[106],[2.28025]
chr6:143519211-143519511,300,[],[],[]
chr6:143519875-143520175,300,[],[],[]
chr6:149818983-149819283,300,[],[],[]
chr6:149821386-149821686,300,[],[],[]
chr6:151327386-151327686,300,[-74],[100],[2.18708]
chr6:151722898-151723198,300,[],[],[]
chr6:159231528-159231828,300,[-1075],[4489],[3.84223]
chr6:160811244-160811544,300,[],[],[]
chr6:160813649-160813949,300,[],[],[]
chr6:160849782-160850082,300,[],[],[]
chr6:160850282-160850582,300,[],[],[]
chr6:160852496-160852796,300,[],[],[]
chr6:166337148-166337448,300,[],[],[]
chr6:166340130-166340430,300,[],[],[]
chr7:2678384-2678684,300,[],[],[]
chr7:17001324-17001624,300,[],[],[]
chr7:17002550-17002850,300,[],[],[]
chr7:17007222-17007522,300,[],[],[]
chr7:17008231-17008531,300,[],[],[]
chr7:17057278-17057578,300,[],[],[]
chr7:17095037-17095337,300,[],[],[]
chr7:17096432-17096732,300,[],[],[]
chr7:17097454-17097754,300,[],[],[]
chr7:17099474-17099774,300,[],[],[]
chr7:17353947-17354247,300,[400],[625],[3.50679]
chr7:17359079-17359379,300,[-199, 118],[182, 153],[2.55279, 2.38451]
chr7:17433737-17434037,300,[],[],[]
