chr22:24590217-24591717,1500,[815],[594],[4.65128]
chr10:361749-363249,1500,[],[],[]
chr10:103451806-103453306,1500,[1348],[3030],[30.87803]
chr10:47130043-47131543,1500,[],[],[]
chr10:98465790-98467290,1500,[],[],[]
chr10:72336905-72338405,1500,[],[],[]
chr10:72312506-72314006,1500,[],[],[]
chr10:29719942-29721442,1500,[],[],[]
chr10:6305912-6307412,1500,[],[],[]
chr10:126317518-126319018,1500,[1514],[5334],[7.65554]
chr10:103447755-103449255,1500,[],[],[]
chr10:73785295-73786795,1500,[520],[1431],[4.44905]
chr10:90782234-90783734,1500,[-797, 337],[929, 1149],[4.24682, 6.06689]
chr10:126614075-126615575,1500,[],[],[]
chr10:104904774-104906274,1500,[444],[1446],[2.40342]
chr10:20492038-20493538,1500,[],[],[]
chr10:105646367-105647867,1500,[556],[853],[3.60875]
chr10:15166654-15168154,1500,[],[],[]
chr10:78311532-78313032,1500,[700],[525],[4.17241]
chr10:6433384-6434884,1500,[],[],[]
chr10:119021202-119022702,1500,[],[],[]
chr10:72319805-72321305,1500,[],[],[]
chr10:104907006-104908506,1500,[],[],[]
chr10:43666897-43668397,1500,[-555],[2013],[6.61323]
chr10:99981806-99983306,1500,[],[],[]
chr10:114857408-114858908,1500,[],[],[]
chr10:6431711-6433211,1500,[],[],[]
chr10:47130365-47131865,1500,[],[],[]
chr10:75127563-75129063,1500,[],[],[]
chr10:134347215-134348715,1500,[-563, 411],[522, 522],[3.3058, 3.0749]
chr10:65375109-65376609,1500,[],[],[]
chr10:99485107-99486607,1500,[],[],[]
chr10:88967606-88969106,1500,[],[],[]
chr10:89026606-89028106,1500,[],[],[]
chr10:127536511-127538011,1500,[],[],[]
chr10:5909612-5911112,1500,[],[],[]
chr10:105631440-105632940,1500,[],[],[]
chr10:45445164-45446664,1500,[],[],[]
chr10:94603706-94605206,1500,[825],[1148],[4.24893]
chr10:22727278-22728778,1500,[-1457],[2688],[31.90221]
chr10:959124-960624,1500,[],[],[]
chr10:6439811-6441311,1500,[-1028, 1348],[1062, 2001],[5.61361, 5.66243]
chr10:103443806-103445306,1500,[],[],[]
chr10:26736978-26738478,1500,[],[],[]
chr10:86886605-86888105,1500,[],[],[]
chr10:29738878-29740378,1500,[],[],[]
chr10:65364807-65366307,1500,[],[],[]
chr10:30006502-30008002,1500,[],[],[]
chr10:73788276-73789776,1500,[],[],[]
chr10:89825606-89827106,1500,[-1183],[6625],[6.69001]
chr10:88843906-88845406,1500,[-1368],[3267],[6.67358]
chr10:49567192-49568692,1500,[],[],[]
chr10:34406138-34407638,1500,[],[],[]
chr10:73527818-73529318,1500,[-95],[11168],[16.98729]
chr10:128588318-128589818,1500,[],[],[]
chr10:121162261-121163761,1500,[-1673, 2223],[2551, 4363],[6.96027, 6.05084]
chr10:134215153-134216653,1500,[-965],[3317],[4.6894]
chr10:47125866-47127366,1500,[],[],[]
chr10:114742255-114743755,1500,[],[],[]
chr10:121178861-121180361,1500,[],[],[]
chr10:73529355-73530855,1500,[-1632],[11168],[16.98729]
chr10:125846765-125848265,1500,[-368],[967],[4.04459]
chr10:122703462-122704962,1500,[],[],[]
chr10:134273018-134274518,1500,[],[],[]
chr10:81161205-81162705,1500,[99],[13024],[14.50679]
chr10:115821239-115822739,1500,[],[],[]
chr10:134267553-134269053,1500,[],[],[]
chr10:125845165-125846665,1500,[1232],[967],[4.04459]
chr10:20586578-20588078,1500,[],[],[]
chr10:43897997-43899497,1500,[],[],[]
chr10:23278778-23280278,1500,[],[],[]
chr10:30329451-30330951,1500,[23],[5849],[7.3365]
chr10:104905750-104907250,1500,[-532],[1446],[2.40342]
chr10:50642295-50643795,1500,[],[],[]
chr10:63823673-63825173,1500,[-532],[1466],[4.42734]
chr10:98466006-98467506,1500,[],[],[]
chr10:31129380-31130880,1500,[],[],[]
chr10:126625463-126626963,1500,[],[],[]
chr10:11240343-11241843,1500,[519],[817],[3.76231]
chr10:6220612-6222112,1500,[],[],[]
chr10:72319756-72321256,1500,[],[],[]
chr10:89520807-89522307,1500,[],[],[]
chr10:105390872-105392372,1500,[],[],[]
chr10:17488448-17489948,1500,[-786],[293],[2.75123]
chr10:14605048-14606548,1500,[1132],[1130],[3.5944]
chr10:119022731-119024231,1500,[],[],[]
chr10:6450649-6452149,1500,[620],[1603],[4.04786]
chr10:97090811-97092311,1500,[-1652],[2326],[5.82613]
chr10:59981625-59983125,1500,[],[],[]
chr10:45887697-45889197,1500,[],[],[]
chr10:31219178-31220678,1500,[],[],[]
chr10:134345553-134347053,1500,[],[],[]
chr10:63208951-63210451,1500,[],[],[]
chr10:5914490-5915990,1500,[],[],[]
chr10:30018578-30020078,1500,[],[],[]
chr10:90140337-90141837,1500,[],[],[]
chr10:11239486-11240986,1500,[-839],[655],[3.22414]
chr10:43647897-43649397,1500,[],[],[]
chr10:89054130-89055630,1500,[],[],[]
chr10:89522606-89524106,1500,[],[],[]
chr10:31281378-31282878,1500,[-602],[1190],[3.47979]
chr10:16760674-16762174,1500,[],[],[]
chr10:74851807-74853307,1500,[],[],[]
chr10:43667947-43669447,1500,[-1605],[2013],[6.61323]
chr10:30021669-30023169,1500,[1766],[3522],[31.3456]
chr10:97929205-97930705,1500,[],[],[]
chr10:26735478-26736978,1500,[-1021],[1639],[3.41876]
chr10:47735953-47737453,1500,[],[],[]
chr10:102330617-102332117,1500,[],[],[]
chr10:63939260-63940760,1500,[],[],[]
chr10:69779338-69780838,1500,[],[],[]
chr10:48243302-48244802,1500,[],[],[]
chr10:122709917-122711417,1500,[],[],[]
chr10:104958206-104959706,1500,[-1667, 1025],[2059, 734],[4.42734, 3.64013]
chr10:93176499-93177999,1500,[],[],[]
chr10:97088106-97089606,1500,[1053],[2326],[5.82613]
chr10:15707848-15709348,1500,[],[],[]
chr10:23277078-23278578,1500,[],[],[]
chr10:72339062-72340562,1500,[],[],[]
chr10:75794907-75796407,1500,[-1144, -11, 1419],[1498, 601, 1455],[4.32665, 3.71724, 3.45737]
chr10:362463-363963,1500,[829],[342],[2.52991]
chr10:52992565-52994065,1500,[],[],[]
chr10:112283186-112284686,1500,[],[],[]
chr10:4110741-4112241,1500,[],[],[]
chr10:125511365-125512865,1500,[],[],[]
chr10:73787449-73788949,1500,[],[],[]
chr10:17263625-17265125,1500,[],[],[]
chr10:97694506-97696006,1500,[],[],[]
chr10:52379309-52380809,1500,[],[],[]
chr10:134224759-134226259,1500,[-1603],[8015],[13.95385]
chr10:93181606-93183106,1500,[],[],[]
chr10:124409065-124410565,1500,[],[],[]
chr10:121167861-121169361,1500,[148],[1441],[6.96027]
chr10:80229706-80231206,1500,[],[],[]
chr10:64011508-64013008,1500,[],[],[]
chr10:6451711-6453211,1500,[-442],[1603],[4.04786]
chr10:30020324-30021824,1500,[],[],[]
chr10:81164405-81165905,1500,[-3101],[13024],[14.50679]
chr10:364189-365689,1500,[-897],[342],[2.52991]
chr10:97641205-97642705,1500,[-1336, -141],[1174, 760],[3.48125, 4.13518]
chr10:17396534-17398034,1500,[],[],[]
chr10:31253779-31255279,1500,[],[],[]
chr10:6516612-6518112,1500,[],[],[]
chr10:73839807-73841307,1500,[627],[743],[4.04459]
chr10:6443071-6444571,1500,[-310],[792],[5.66243]
chr10:86270840-86272340,1500,[],[],[]
chr10:63840708-63842208,1500,[1783],[5899],[10.53446]
chr10:90757676-90759176,1500,[2537],[5201],[4.36673]
chr10:22844536-22846036,1500,[],[],[]
chr10:71310505-71312005,1500,[],[],[]
chr10:115829608-115831108,1500,[],[],[]
chr10:31221017-31222517,1500,[],[],[]
chr10:104906206-104907706,1500,[-988],[1446],[2.40342]
chr10:23669550-23671050,1500,[],[],[]
chr10:118651673-118653173,1500,[],[],[]
chr10:122734562-122736062,1500,[335],[302],[3.19796]
chr10:125847900-125849400,1500,[],[],[]
chr10:956700-958200,1500,[],[],[]
chr10:4124642-4126142,1500,[248],[686],[3.07741]
chr10:73786034-73787534,1500,[-219],[1431],[4.44905]
chr10:6219705-6221205,1500,[],[],[]
chr10:125848865-125850365,1500,[],[],[]
chr10:121178812-121180312,1500,[],[],[]
chr10:46008097-46009597,1500,[],[],[]
chr10:105632787-105634287,1500,[],[],[]
chr10:63836383-63837883,1500,[-776],[2856],[5.0457]
chr10:124024600-124026100,1500,[],[],[]
chr10:49565726-49567226,1500,[],[],[]
chr10:89495706-89497206,1500,[],[],[]
chr10:72321706-72323206,1500,[],[],[]
chr10:71298091-71299591,1500,[],[],[]
chr10:93735644-93737144,1500,[],[],[]
chr10:116237986-116239486,1500,[],[],[]
chr10:23674226-23675726,1500,[],[],[]
chr10:121173861-121175361,1500,[-2590, 629],[4616, 1154],[5.11201, 3.23674]
chr10:6310368-6311868,1500,[3770],[7248],[12.44342]
chr10:28808778-28810278,1500,[],[],[]
chr10:90996015-90997515,1500,[],[],[]
chr10:17492148-17493648,1500,[],[],[]
chr10:70854305-70855805,1500,[],[],[]
chr10:11288212-11289712,1500,[],[],[]
chr10:121177461-121178961,1500,[],[],[]
chr10:73529806-73531306,1500,[-2083],[11168],[16.98729]
chr10:49213655-49215155,1500,[],[],[]
chr10:114608308-114609808,1500,[],[],[]
chr10:53142174-53143674,1500,[],[],[]
chr10:97087133-97088633,1500,[-305],[943],[6.22411]
chr10:50655989-50657489,1500,[],[],[]
chr10:5911212-5912712,1500,[],[],[]
chr10:123270725-123272225,1500,[],[],[]
chr10:97003715-97005215,1500,[-1199],[1244],[4.85351]
chr10:33519477-33520977,1500,[-1810, -144],[2133, 728],[4.31843, 3.19796]
chr10:115821791-115823291,1500,[],[],[]
chr10:47125826-47127326,1500,[],[],[]
chr10:104205409-104206909,1500,[],[],[]
chr10:123651620-123653120,1500,[],[],[]
chr10:17486848-17488348,1500,[-34, 814],[972, 293],[2.84001, 2.75123]
chr10:122703312-122704812,1500,[],[],[]
chr10:15584367-15585867,1500,[],[],[]
chr10:135226309-135227809,1500,[],[],[]
chr10:93175473-93176973,1500,[],[],[]
chr10:96908406-96909906,1500,[],[],[]
chr10:51598088-51599588,1500,[],[],[]
chr10:122708962-122710462,1500,[],[],[]
chr10:45916197-45917697,1500,[-1684],[4603],[13.91916]
chr10:81552809-81554309,1500,[],[],[]
chr10:99913006-99914506,1500,[],[],[]
chr10:89635006-89636506,1500,[],[],[]
chr10:86193636-86195136,1500,[],[],[]
chr10:93734579-93736079,1500,[],[],[]
chr10:11220712-11222212,1500,[-1716, 832],[3147, 794],[4.891, 4.20221]
chr10:73840507-73842007,1500,[-73],[743],[4.04459]
chr10:134272653-134274153,1500,[],[],[]
chr10:30331575-30333075,1500,[-2101],[5849],[7.3365]
chr10:121424361-121425861,1500,[450],[616],[4.04459]
chr10:91158806-91160306,1500,[],[],[]
chr10:28892857-28894357,1500,[],[],[]
chr10:71249205-71250705,1500,[],[],[]
chr10:33550292-33551792,1500,[-357],[703],[3.33836]
chr10:63824608-63826108,1500,[-1467, 590],[1466, 367],[4.42734, 3.84431]
chr10:115828783-115830283,1500,[],[],[]
chr10:32185577-32187077,1500,[],[],[]
chr10:29718410-29719910,1500,[],[],[]
chr10:31278878-31280378,1500,[817],[789],[3.73261]
chr10:35614039-35615539,1500,[],[],[]
chr10:65019409-65020909,1500,[],[],[]
chr10:94446206-94447706,1500,[],[],[]
chr10:45930448-45931948,1500,[],[],[]
chr10:11268964-11270464,1500,[-652, -16],[477, 466],[3.64013, 3.23567]
chr10:103451206-103452706,1500,[-1033, 1948],[1294, 3030],[4.14999, 30.87803]
chr10:17265259-17266759,1500,[],[],[]
chr10:34681077-34682577,1500,[],[],[]
chr10:50655017-50656517,1500,[],[],[]
chr10:24539793-24541293,1500,[],[],[]
chr10:63834143-63835643,1500,[1464],[2856],[5.0457]
chr10:89699806-89701306,1500,[],[],[]
chr10:73841386-73842886,1500,[-952],[743],[4.04459]
chr10:126321219-126322719,1500,[-2187],[5334],[7.65554]
chr10:89075042-89076542,1500,[],[],[]
chr10:50650695-50652195,1500,[],[],[]
chr10:29719478-29720978,1500,[],[],[]
chr10:72171332-72172832,1500,[],[],[]
chr10:122706442-122707942,1500,[],[],[]
chr10:121426461-121427961,1500,[122],[1309],[3.84236]
chr10:45972597-45974097,1500,[],[],[]
chr10:123269623-123271123,1500,[],[],[]
chr10:32049002-32050502,1500,[-2043, 475],[2872, 1914],[25.5837, 10.74024]
chr10:63833580-63835080,1500,[2027],[2856],[5.0457]
chr10:105626107-105627607,1500,[],[],[]
chr10:93378006-93379506,1500,[],[],[]
chr10:6357614-6359114,1500,[],[],[]
chr10:22039595-22041095,1500,[],[],[]
chr10:63837508-63839008,1500,[-1901, 378],[2856, 1340],[5.0457, 3.76231]
chr10:81897305-81898805,1500,[-1261],[3067],[6.26912]
chr10:114860283-114861783,1500,[],[],[]
chr10:81160605-81162105,1500,[699],[13024],[14.50679]
chr10:43645397-43646897,1500,[],[],[]
chr10:11255212-11256712,1500,[],[],[]
chr10:6324112-6325612,1500,[],[],[]
chr10:23653379-23654879,1500,[],[],[]
chr10:32137401-32138901,1500,[],[],[]
chr10:22733242-22734742,1500,[],[],[]
chr10:81962131-81963631,1500,[-2307],[15246],[35.39019]
chr10:6386533-6388033,1500,[],[],[]
chr10:90756106-90757606,1500,[],[],[]
chr10:6249712-6251212,1500,[-33],[2666],[5.05574]
chr10:88927806-88929306,1500,[],[],[]
chr10:11235038-11236538,1500,[-1211],[1435],[2.84001]
chr10:114833608-114835108,1500,[],[],[]
chr10:27250183-27251683,1500,[],[],[]
chr10:81675305-81676805,1500,[],[],[]
chr10:99911241-99912741,1500,[],[],[]
chr10:15578048-15579548,1500,[],[],[]
chr10:73527406-73528906,1500,[317],[11168],[16.98729]
chr10:74849026-74850526,1500,[],[],[]
chr10:81519305-81520805,1500,[],[],[]
chr10:29728378-29729878,1500,[],[],[]
chr10:82260318-82261818,1500,[228],[12258],[16.20852]
chr2:46543688-46545188,1500,[-7223],[16916],[7.75495]
chr2:69469228-69470728,1500,[-649],[446],[3.23674]
chr2:238468752-238470252,1500,[],[],[]
chr2:188708877-188710377,1500,[],[],[]
chr2:192708475-192709975,1500,[1539],[5323],[14.08302]
chr2:224814866-224816366,1500,[498],[2471],[5.07912]
chr2:62370111-62371611,1500,[],[],[]
chr2:204583772-204585272,1500,[],[],[]
chr2:20386010-20387510,1500,[-1817],[4865],[9.39543]
chr2:239545710-239547210,1500,[],[],[]
chr2:46243488-46244988,1500,[],[],[]
chr2:6966098-6967598,1500,[],[],[]
chr2:188375446-188376946,1500,[],[],[]
chr2:239618907-239620407,1500,[],[],[]
chr2:46594388-46595888,1500,[-385],[1320],[4.24682]
chr2:20383167-20384667,1500,[1026],[4865],[9.39543]
chr2:46344488-46345988,1500,[1334],[2123],[5.26723]
chr2:170545159-170546659,1500,[],[],[]
chr2:175479877-175481377,1500,[],[],[]
chr2:99819612-99821112,1500,[],[],[]
chr2:192706621-192708121,1500,[3393],[5323],[14.08302]
chr2:227844676-227846176,1500,[],[],[]
chr2:112808203-112809703,1500,[],[],[]
chr2:191105018-191106518,1500,[],[],[]
chr2:37892474-37893974,1500,[-1302],[1158],[4.24682]
chr2:25529015-25530515,1500,[],[],[]
chr2:42570489-42571989,1500,[-1402],[1345],[4.44905]
chr2:223580268-223581768,1500,[],[],[]
chr2:143757573-143759073,1500,[],[],[]
chr2:56084199-56085699,1500,[],[],[]
chr2:38404891-38406391,1500,[-1309],[6868],[9.74341]
chr2:158250840-158252340,1500,[],[],[]
chr2:62383184-62384684,1500,[],[],[]
chr2:88980867-88982367,1500,[],[],[]
chr2:46552788-46554288,1500,[1990],[7699],[6.08963]
chr2:46858336-46859836,1500,[],[],[]
chr2:61133982-61135482,1500,[],[],[]
chr2:160463460-160464960,1500,[],[],[]
chr2:238318992-238320492,1500,[521],[7345],[7.07804]
chr2:36733924-36735424,1500,[],[],[]
chr2:96900483-96901983,1500,[],[],[]
chr2:27814716-27816216,1500,[],[],[]
chr2:87813268-87814768,1500,[],[],[]
chr2:110316826-110318326,1500,[-1407],[2220],[6.31164]
chr2:128427565-128429065,1500,[],[],[]
chr2:239616190-239617690,1500,[],[],[]
chr2:36714192-36715692,1500,[],[],[]
chr2:69990882-69992382,1500,[],[],[]
chr2:238557491-238558991,1500,[],[],[]
chr2:218609634-218611134,1500,[],[],[]
chr2:133436198-133437698,1500,[],[],[]
chr2:29176194-29177694,1500,[-2088],[2692],[6.67358]
chr2:162030458-162031958,1500,[],[],[]
chr2:238695204-238696704,1500,[],[],[]
chr2:112807526-112809026,1500,[],[],[]
chr2:152596663-152598163,1500,[],[],[]
chr2:18122326-18123826,1500,[],[],[]
chr2:191751575-191753075,1500,[],[],[]
chr2:106702805-106704305,1500,[],[],[]
chr2:26285328-26286828,1500,[],[],[]
chr2:46407188-46408688,1500,[-1155, 984],[1725, 823],[6.06689, 3.12401]
chr2:218648672-218650172,1500,[],[],[]
chr2:20415944-20417444,1500,[739],[1637],[4.65128]
chr2:102727793-102729293,1500,[],[],[]
chr2:187020076-187021576,1500,[],[],[]
chr2:46333188-46334688,1500,[],[],[]
chr2:203359988-203361488,1500,[],[],[]
chr2:172388959-172390459,1500,[],[],[]
chr2:74918655-74920155,1500,[],[],[]
chr2:100086711-100088211,1500,[],[],[]
chr2:204797598-204799098,1500,[],[],[]
chr2:54692986-54694486,1500,[609],[1119],[4.93697]
chr2:46220850-46222350,1500,[-1414],[2633],[10.9204]
chr2:46536688-46538188,1500,[-223],[16916],[7.75495]
chr2:175471340-175472840,1500,[],[],[]
chr2:239482890-239484390,1500,[],[],[]
chr2:225383566-225385066,1500,[],[],[]
chr2:241852143-241853643,1500,[233],[1694],[3.93305]
chr2:239538369-239539869,1500,[],[],[]
chr2:56084997-56086497,1500,[],[],[]
chr2:239496071-239497571,1500,[],[],[]
chr2:238701792-238703292,1500,[],[],[]
chr2:143696835-143698335,1500,[],[],[]
chr2:239604812-239606312,1500,[],[],[]
chr2:145071116-145072616,1500,[],[],[]
chr2:132270068-132271568,1500,[],[],[]
chr2:38385258-38386758,1500,[94],[4185],[8.89811]
chr2:46553388-46554888,1500,[1390],[7699],[6.08963]
chr2:188287992-188289492,1500,[],[],[]
chr2:46554388-46555888,1500,[390],[7699],[6.08963]
chr2:85611289-85612789,1500,[],[],[]
chr2:120880825-120882325,1500,[],[],[]
chr2:161277560-161279060,1500,[],[],[]
chr2:48815737-48817237,1500,[],[],[]
chr2:112807301-112808801,1500,[],[],[]
chr2:26298318-26299818,1500,[],[],[]
chr2:36710665-36712165,1500,[822],[1323],[4.02038]
chr2:46257688-46259188,1500,[-1613, -150, 1766],[1912, 841, 2785],[6.95958, 6.09401, 6.31164]
chr2:188289780-188291280,1500,[],[],[]
chr2:28994915-28996415,1500,[],[],[]
chr2:46540988-46542488,1500,[-4523],[16916],[7.75495]
chr2:162026960-162028460,1500,[],[],[]
chr2:113123567-113125067,1500,[],[],[]
chr2:11328175-11329675,1500,[],[],[]
chr2:207663473-207664973,1500,[],[],[]
chr2:100103111-100104611,1500,[2017],[3714],[19.61628]
chr2:87894641-87896141,1500,[],[],[]
chr2:101918011-101919511,1500,[-1000],[734],[4.04459]
chr2:44578494-44579994,1500,[],[],[]
chr2:188708976-188710476,1500,[],[],[]
chr2:191811257-191812757,1500,[-765, 1062],[545, 2760],[3.95042, 5.50245]
chr2:46863027-46864527,1500,[],[],[]
chr2:145251483-145252983,1500,[846],[1501],[4.21043]
